security_id,quarter_end,institutional_shares,num_institutions
WMT,2021-12-31,825871170.0,2387
WMT,2022-03-31,597503431.0,2215
WMT,2022-06-30,577064963.0,2141
WMT,2022-09-30,759501741.0,2366
WMT,2022-12-31,847739059.0,2537
WMT,2023-03-31,843002133.0,2639
WMT,2023-06-30,855975173.0,2633
WMT,2023-09-30,853783100.0,2685
WMT,2024-03-31,2656994388.0,3008
WMT,2024-06-30,2747812436.0,3109
WMT,2024-09-30,2696574425.0,3249
WMT,2024-12-31,2805070786.0,3644
WMT,2025-03-31,2720767621.0,3677
WMT,2025-06-30,2724607150.0,3772
WMT,2025-09-30,2775851304.0,3823
WMT,2025-12-31,2369984206.0,3755
WMT,2026-03-31,2277400843.0,4291
XEL,2013-06-30,312033669.0,412
XEL,2013-09-30,322909771.0,422
XEL,2013-12-31,325781427.0,441
XEL,2014-03-31,332816438.0,456
XEL,2014-06-30,340427169.0,459
XEL,2014-09-30,345587404.0,470
XEL,2014-12-31,304166067.0,431
XEL,2015-03-31,340961958.0,508
XEL,2015-06-30,348124139.0,487
XEL,2015-09-30,271849852.0,434
XEL,2015-12-31,274799746.0,434
XEL,2016-03-31,287316276.0,451
XEL,2016-06-30,283432545.0,481
XEL,2016-09-30,344177059.0,519
XEL,2016-12-31,348640054.0,545
XEL,2017-03-31,358904431.0,579
XEL,2017-06-30,362991602.0,566
XEL,2017-09-30,368183908.0,580
XEL,2017-12-31,369669115.0,634
XEL,2018-03-31,370609313.0,649
XEL,2018-06-30,368982711.0,640
XEL,2018-09-30,372760939.0,640
XEL,2018-12-31,382726825.0,682
XEL,2019-03-31,393532462.0,728
XEL,2019-06-30,321348644.0,718
XEL,2019-09-30,400352004.0,741
XEL,2019-12-31,396929191.0,771
XEL,2020-03-31,403077657.0,788
XEL,2020-06-30,405509152.0,771
XEL,2020-09-30,314884920.0,704
XEL,2020-12-31,329281125.0,671
XEL,2021-03-31,315629221.0,654
XEL,2021-06-30,291679883.0,664
XEL,2021-09-30,282963006.0,606
XEL,2021-12-31,400901618.0,798
XEL,2022-03-31,259328883.0,711
XEL,2022-06-30,278025181.0,740
XEL,2022-09-30,384163473.0,839
XEL,2022-12-31,416787787.0,882
XEL,2023-03-31,424980383.0,888
XEL,2023-06-30,410141878.0,870
XEL,2023-09-30,419123773.0,844
XEL,2024-03-31,431980389.0,924
XEL,2024-06-30,430428837.0,907
XEL,2024-09-30,447612110.0,959
XEL,2024-12-31,484188791.0,1043
XEL,2025-03-31,488016874.0,1078
XEL,2025-06-30,501954938.0,1071
XEL,2025-09-30,530704309.0,1116
XEL,2025-12-31,417386125.0,1023
XEL,2026-03-31,443969364.0,1218
