security_id,quarter_end,institutional_shares,num_institutions
AAPL,2013-06-30,505719521.0,1491
AAPL,2013-09-30,509095501.0,1613
AAPL,2013-12-31,510528177.0,1787
AAPL,2014-03-31,500643870.0,1793
AAPL,2014-06-30,3531567463.0,1851
AAPL,2014-09-30,3425498010.0,1875
AAPL,2014-12-31,2788597275.0,1749
AAPL,2015-03-31,3315006449.0,2074
AAPL,2015-06-30,2981447947.0,2059
AAPL,2015-09-30,2481587228.0,1808
AAPL,2015-12-31,2312468087.0,1805
AAPL,2016-03-31,2436930253.0,1819
AAPL,2016-06-30,2438941753.0,1778
AAPL,2016-09-30,2922538530.0,2032
AAPL,2016-12-31,2958805877.0,2193
AAPL,2017-03-31,3131655272.0,2330
AAPL,2017-06-30,3057494175.0,2294
AAPL,2017-09-30,2991324508.0,2324
AAPL,2017-12-31,3041093740.0,2515
AAPL,2018-03-31,2906155518.0,2577
AAPL,2018-06-30,2845906241.0,2554
AAPL,2018-09-30,2763799225.0,2625
AAPL,2018-12-31,2717936556.0,2781
AAPL,2019-03-31,2681082410.0,2832
AAPL,2019-06-30,2233931813.0,2769
AAPL,2019-09-30,2596129074.0,2818
AAPL,2019-12-31,2533957018.0,3110
AAPL,2020-03-31,2535915242.0,3146
AAPL,2020-06-30,2560694734.0,3184
AAPL,2020-09-30,6189408575.0,2927
AAPL,2020-12-31,6603810255.0,2990
AAPL,2021-03-31,6358280635.0,3151
AAPL,2021-06-30,6134570165.0,3217
AAPL,2021-09-30,5288371387.0,3044
AAPL,2021-12-31,9067163340.0,3817
AAPL,2022-03-31,5828320173.0,3549
AAPL,2022-06-30,5743541113.0,3549
AAPL,2022-09-30,8334333223.0,3965
AAPL,2022-12-31,9176568022.0,4101
AAPL,2023-03-31,9023499745.0,4169
AAPL,2023-06-30,8869453313.0,4206
AAPL,2023-09-30,8701818107.0,4242
AAPL,2024-03-31,9049302572.0,4687
AAPL,2024-06-30,9234292543.0,4792
AAPL,2024-09-30,9057876631.0,4796
AAPL,2024-12-31,9358437073.0,5232
AAPL,2025-03-31,9111470753.0,5312
AAPL,2025-06-30,9187618069.0,5310
AAPL,2025-09-30,9111397690.0,5320
AAPL,2025-12-31,7510444564.0,5200
AAPL,2026-03-31,7663654138.0,5885
ABBV,2013-06-30,1011340571.0,997
ABBV,2013-09-30,1040512015.0,1061
ABBV,2013-12-31,1028500137.0,1180
ABBV,2014-03-31,1045888602.0,1191
ABBV,2014-06-30,1072809769.0,1226
ABBV,2014-09-30,1213815958.0,1276
ABBV,2014-12-31,923046615.0,1217
ABBV,2015-03-31,1075960930.0,1380
ABBV,2015-06-30,1136912254.0,1427
ABBV,2015-09-30,782774733.0,1222
ABBV,2015-12-31,739052845.0,1191
ABBV,2016-03-31,766701149.0,1232
ABBV,2016-06-30,749283033.0,1229
ABBV,2016-09-30,1047956321.0,1373
ABBV,2016-12-31,866285020.0,1422
ABBV,2017-03-31,1062799563.0,1510
ABBV,2017-06-30,1067993104.0,1508
ABBV,2017-09-30,1085954831.0,1563
ABBV,2017-12-31,1093231347.0,1704
ABBV,2018-03-31,1085896230.0,1772
ABBV,2018-06-30,1031114463.0,1731
ABBV,2018-09-30,1028800105.0,1717
ABBV,2018-12-31,1008745499.0,1804
ABBV,2019-03-31,1001526626.0,1817
ABBV,2019-06-30,864841430.0,1781
ABBV,2019-09-30,1027251656.0,1789
ABBV,2019-12-31,930498010.0,1998
ABBV,2020-03-31,1051791662.0,2006
ABBV,2020-06-30,1185309574.0,2168
ABBV,2020-09-30,812778712.0,1932
ABBV,2020-12-31,832557056.0,1961
ABBV,2021-03-31,828504506.0,2067
ABBV,2021-06-30,770799862.0,2144
ABBV,2021-09-30,710312405.0,2019
ABBV,2021-12-31,1129010920.0,2535
ABBV,2022-03-31,780877764.0,2403
ABBV,2022-06-30,781970427.0,2398
ABBV,2022-09-30,1078581886.0,2651
ABBV,2022-12-31,1199747460.0,2800
ABBV,2023-03-31,1186189882.0,2846
ABBV,2023-06-30,1153519323.0,2749
ABBV,2023-09-30,1145674131.0,2797
ABBV,2024-03-31,1213349835.0,3091
ABBV,2024-06-30,1246094973.0,3100
ABBV,2024-09-30,1224242140.0,3229
ABBV,2024-12-31,1262714716.0,3426
ABBV,2025-03-31,1232109103.0,3564
ABBV,2025-06-30,1232464026.0,3520
ABBV,2025-09-30,1250415828.0,3653
ABBV,2025-12-31,1092211704.0,3537
ABBV,2026-03-31,1072402487.0,3914
ABT,2013-06-30,949368675.0,1078
ABT,2013-09-30,972152946.0,1130
ABT,2013-12-31,996670325.0,1198
ABT,2014-03-31,977697049.0,1227
ABT,2014-06-30,984786392.0,1236
ABT,2014-09-30,993360610.0,1247
ABT,2014-12-31,909419009.0,1174
ABT,2015-03-31,998638908.0,1332
ABT,2015-06-30,931527265.0,1331
ABT,2015-09-30,821664124.0,1181
ABT,2015-12-31,784795009.0,1157
ABT,2016-03-31,841713420.0,1156
ABT,2016-06-30,886538796.0,1149
ABT,2016-09-30,1013552024.0,1280
ABT,2016-12-31,1028460874.0,1363
ABT,2017-03-31,1205296403.0,1481
ABT,2017-06-30,1220641834.0,1439
ABT,2017-09-30,1232132553.0,1468
ABT,2017-12-31,1222551206.0,1579
ABT,2018-03-31,1241703237.0,1683
ABT,2018-06-30,1255107873.0,1669
ABT,2018-09-30,1250875508.0,1732
ABT,2018-12-31,1319585485.0,1811
ABT,2019-03-31,1292518363.0,1883
ABT,2019-06-30,1117454913.0,1861
ABT,2019-09-30,1288513273.0,1902
ABT,2019-12-31,1108566272.0,2033
ABT,2020-03-31,1286522848.0,2008
ABT,2020-06-30,1283840352.0,2118
ABT,2020-09-30,973727353.0,1987
ABT,2020-12-31,1051514167.0,1965
ABT,2021-03-31,1018007990.0,2081
ABT,2021-06-30,813469768.0,2095
ABT,2021-09-30,744686075.0,1988
ABT,2021-12-31,1242621022.0,2475
ABT,2022-03-31,832427659.0,2229
ABT,2022-06-30,810647601.0,2200
ABT,2022-09-30,1156707903.0,2392
ABT,2022-12-31,1263024512.0,2502
ABT,2023-03-31,1258253873.0,2502
ABT,2023-06-30,1227773241.0,2501
ABT,2023-09-30,1214878788.0,2474
ABT,2024-03-31,1275973025.0,2729
ABT,2024-06-30,1308136365.0,2700
ABT,2024-09-30,1272632459.0,2740
ABT,2024-12-31,1339212574.0,2864
ABT,2025-03-31,1327659896.0,3018
ABT,2025-06-30,1333041778.0,3033
ABT,2025-09-30,1341620090.0,3011
ABT,2025-12-31,1149480381.0,2817
ABT,2026-03-31,1164382316.0,2996
ADBE,2013-06-30,377922078.0,462
ADBE,2013-09-30,429476160.0,501
ADBE,2013-12-31,427912167.0,562
ADBE,2014-03-31,433609851.0,565
ADBE,2014-06-30,443182748.0,579
ADBE,2014-09-30,424111873.0,577
ADBE,2014-12-31,330975464.0,526
ADBE,2015-03-31,440776955.0,612
ADBE,2015-06-30,430658575.0,608
ADBE,2015-09-30,342175741.0,542
ADBE,2015-12-31,336308842.0,552
ADBE,2016-03-31,310783535.0,613
ADBE,2016-06-30,366064459.0,634
ADBE,2016-09-30,419569449.0,768
ADBE,2016-12-31,421142604.0,793
ADBE,2017-03-31,416879750.0,875
ADBE,2017-06-30,422554936.0,909
ADBE,2017-09-30,424717753.0,959
ADBE,2017-12-31,421789277.0,1030
ADBE,2018-03-31,417134808.0,1162
ADBE,2018-06-30,411734897.0,1206
ADBE,2018-09-30,406655663.0,1258
ADBE,2018-12-31,450093381.0,1290
ADBE,2019-03-31,416396191.0,1378
ADBE,2019-06-30,356407387.0,1385
ADBE,2019-09-30,406092699.0,1409
ADBE,2019-12-31,381724950.0,1562
ADBE,2020-03-31,401494317.0,1643
ADBE,2020-06-30,407371409.0,1782
ADBE,2020-09-30,293211133.0,1637
ADBE,2020-12-31,320634058.0,1614
ADBE,2021-03-31,292466039.0,1688
ADBE,2021-06-30,276532775.0,1783
ADBE,2021-09-30,239912204.0,1714
ADBE,2021-12-31,374005203.0,2139
ADBE,2022-03-31,276395226.0,1848
ADBE,2022-06-30,261416233.0,1771
ADBE,2022-09-30,337631351.0,1918
ADBE,2022-12-31,358909087.0,2049
ADBE,2023-03-31,360460137.0,2114
ADBE,2023-06-30,352389402.0,2277
ADBE,2023-09-30,345204231.0,2358
ADBE,2024-03-31,356652826.0,2582
ADBE,2024-06-30,361329510.0,2579
ADBE,2024-09-30,344441482.0,2591
ADBE,2024-12-31,348102077.0,2641
ADBE,2025-03-31,333542391.0,2533
ADBE,2025-06-30,336723159.0,2527
ADBE,2025-09-30,331202837.0,2334
ADBE,2025-12-31,270091310.0,2100
ADBE,2026-03-31,270376739.0,2095
AEP,2013-06-30,287476058.0,549
AEP,2013-09-30,296179885.0,581
AEP,2013-12-31,302764100.0,608
AEP,2014-03-31,304363699.0,627
AEP,2014-06-30,308929350.0,644
AEP,2014-09-30,314072435.0,662
AEP,2014-12-31,269346582.0,616
AEP,2015-03-31,314101323.0,702
AEP,2015-06-30,296652308.0,690
AEP,2015-09-30,258073028.0,628
AEP,2015-12-31,233788351.0,616
AEP,2016-03-31,267637213.0,650
AEP,2016-06-30,263978408.0,665
AEP,2016-09-30,316653118.0,743
AEP,2016-12-31,332364371.0,774
AEP,2017-03-31,343277863.0,802
AEP,2017-06-30,352513878.0,809
AEP,2017-09-30,343959148.0,822
AEP,2017-12-31,350293144.0,888
AEP,2018-03-31,349858609.0,921
AEP,2018-06-30,354101257.0,889
AEP,2018-09-30,352025870.0,928
AEP,2018-12-31,355369521.0,989
AEP,2019-03-31,362315187.0,1052
AEP,2019-06-30,301869312.0,1030
AEP,2019-09-30,360348399.0,1052
AEP,2019-12-31,335425916.0,1122
AEP,2020-03-31,365902609.0,1078
AEP,2020-06-30,361075651.0,1057
AEP,2020-09-30,243873330.0,957
AEP,2020-12-31,265077093.0,949
AEP,2021-03-31,237154619.0,977
AEP,2021-06-30,209533319.0,998
AEP,2021-09-30,201582428.0,915
AEP,2021-12-31,359384478.0,1149
AEP,2022-03-31,225418658.0,1094
AEP,2022-06-30,222247368.0,1098
AEP,2022-09-30,340770966.0,1224
AEP,2022-12-31,374440480.0,1257
AEP,2023-03-31,374265778.0,1253
AEP,2023-06-30,362130545.0,1195
AEP,2023-09-30,370016023.0,1175
AEP,2024-03-31,399146701.0,1279
AEP,2024-06-30,401224385.0,1347
AEP,2024-09-30,404232361.0,1407
AEP,2024-12-31,407990643.0,1434
AEP,2025-03-31,440013958.0,1591
AEP,2025-06-30,423758538.0,1563
AEP,2025-09-30,439303844.0,1634
AEP,2025-12-31,348266005.0,1569
AEP,2026-03-31,378247404.0,1859
AMZN,2013-06-30,294841768.0,707
AMZN,2013-09-30,293569140.0,764
AMZN,2013-12-31,294949026.0,904
AMZN,2014-03-31,297576313.0,921
AMZN,2014-06-30,298449343.0,874
AMZN,2014-09-30,297803995.0,874
AMZN,2014-12-31,258907837.0,787
AMZN,2015-03-31,308288671.0,999
AMZN,2015-06-30,292895412.0,1056
AMZN,2015-09-30,216927850.0,982
AMZN,2015-12-31,225397417.0,1072
AMZN,2016-03-31,187550030.0,1100
AMZN,2016-06-30,204347782.0,1150
AMZN,2016-09-30,298299028.0,1406
AMZN,2016-12-31,266034386.0,1536
AMZN,2017-03-31,299226961.0,1714
AMZN,2017-06-30,285839583.0,1758
AMZN,2017-09-30,282101639.0,1808
AMZN,2017-12-31,285676461.0,1997
AMZN,2018-03-31,271879947.0,2139
AMZN,2018-06-30,277147260.0,2191
AMZN,2018-09-30,268575191.0,2277
AMZN,2018-12-31,267006999.0,2405
AMZN,2019-03-31,270351628.0,2524
AMZN,2019-06-30,221867990.0,2507
AMZN,2019-09-30,274671209.0,2525
AMZN,2019-12-31,260162927.0,2805
AMZN,2020-03-31,284422700.0,2975
AMZN,2020-06-30,297128170.0,3076
AMZN,2020-09-30,235683347.0,2745
AMZN,2020-12-31,212228513.0,2796
AMZN,2021-03-31,200940517.0,2948
AMZN,2021-06-30,187481558.0,3016
AMZN,2021-09-30,165538136.0,2825
AMZN,2021-12-31,289333240.0,3687
AMZN,2022-03-31,194347182.0,3268
AMZN,2022-06-30,3733612699.0,3176
AMZN,2022-09-30,5378333944.0,3736
AMZN,2022-12-31,5797122940.0,3724
AMZN,2023-03-31,5741159885.0,3845
AMZN,2023-06-30,5754041611.0,3979
AMZN,2023-09-30,5817009904.0,4047
AMZN,2024-03-31,6240359178.0,4543
AMZN,2024-06-30,6463332314.0,4611
AMZN,2024-09-30,6320979765.0,4640
AMZN,2024-12-31,6665450722.0,5143
AMZN,2025-03-31,6548585932.0,5198
AMZN,2025-06-30,6632954435.0,5279
AMZN,2025-09-30,6683501206.0,5294
AMZN,2025-12-31,5355626557.0,5020
AMZN,2026-03-31,5862263499.0,5806
APD,2013-06-30,175285729.0,557
APD,2013-09-30,173867830.0,617
APD,2013-12-31,183442388.0,648
APD,2014-03-31,179304847.0,677
APD,2014-06-30,180022191.0,694
APD,2014-09-30,180536393.0,707
APD,2014-12-31,115966374.0,636
APD,2015-03-31,187899566.0,756
APD,2015-06-30,173255472.0,755
APD,2015-09-30,103520836.0,595
APD,2015-12-31,95927046.0,595
APD,2016-03-31,131484604.0,630
APD,2016-06-30,130758891.0,631
APD,2016-09-30,179186500.0,743
APD,2016-12-31,186276804.0,794
APD,2017-03-31,190932626.0,812
APD,2017-06-30,187334265.0,815
APD,2017-09-30,187488772.0,838
APD,2017-12-31,190561655.0,908
APD,2018-03-31,189129942.0,920
APD,2018-06-30,186828782.0,924
APD,2018-09-30,186860828.0,965
APD,2018-12-31,189328028.0,1005
APD,2019-03-31,191014160.0,1053
APD,2019-06-30,157156906.0,1043
APD,2019-09-30,182775635.0,1085
APD,2019-12-31,170258171.0,1167
APD,2020-03-31,181305367.0,1113
APD,2020-06-30,182742538.0,1173
APD,2020-09-30,146108046.0,1134
APD,2020-12-31,148888838.0,1088
APD,2021-03-31,148845641.0,1145
APD,2021-06-30,126775783.0,1160
APD,2021-09-30,114484364.0,1061
APD,2021-12-31,179318335.0,1362
APD,2022-03-31,127719833.0,1171
APD,2022-06-30,136967659.0,1175
APD,2022-09-30,167602197.0,1341
APD,2022-12-31,184684538.0,1469
APD,2023-03-31,181113735.0,1467
APD,2023-06-30,176821054.0,1481
APD,2023-09-30,175388895.0,1491
APD,2024-03-31,180108102.0,1565
APD,2024-06-30,192690944.0,1582
APD,2024-09-30,191523832.0,1577
APD,2024-12-31,198849305.0,1684
APD,2025-03-31,198767972.0,1697
APD,2025-06-30,202428320.0,1666
APD,2025-09-30,203825128.0,1622
APD,2025-12-31,171643574.0,1409
APD,2026-03-31,171066686.0,1728
AVGO,2018-03-31,79722539.0,115
AVGO,2018-06-30,357257126.0,878
AVGO,2018-09-30,345497213.0,896
AVGO,2018-12-31,334945617.0,976
AVGO,2019-03-31,331620630.0,1081
AVGO,2019-06-30,293865866.0,1082
AVGO,2019-09-30,326662503.0,1091
AVGO,2019-12-31,219770114.0,1192
AVGO,2020-03-31,322464253.0,1157
AVGO,2020-06-30,325224550.0,1239
AVGO,2020-09-30,259342225.0,1164
AVGO,2020-12-31,269037698.0,1205
AVGO,2021-03-31,270528641.0,1307
AVGO,2021-06-30,159020548.0,1372
AVGO,2021-09-30,146500818.0,1304
AVGO,2021-12-31,319650490.0,1737
AVGO,2022-03-31,161082574.0,1579
AVGO,2022-06-30,162166790.0,1536
AVGO,2022-09-30,304581664.0,1790
AVGO,2022-12-31,327819590.0,1899
AVGO,2023-03-31,361050687.0,1993
AVGO,2023-06-30,314158648.0,2143
AVGO,2023-09-30,315446505.0,2211
AVGO,2024-03-31,343154648.0,2820
AVGO,2024-06-30,354757891.0,3015
AVGO,2024-09-30,3387600621.0,3150
AVGO,2024-12-31,3533959518.0,3586
AVGO,2025-03-31,3429311668.0,3570
AVGO,2025-06-30,3503578456.0,3825
AVGO,2025-09-30,3498299366.0,4020
AVGO,2025-12-31,2897083005.0,3922
AVGO,2026-03-31,2998756987.0,4471
AXP,2013-06-30,697677104.0,888
AXP,2013-09-30,855970764.0,963
AXP,2013-12-31,846985243.0,1048
AXP,2014-03-31,850960020.0,1083
AXP,2014-06-30,848831759.0,1083
AXP,2014-09-30,835482973.0,1102
AXP,2014-12-31,576074674.0,1054
AXP,2015-03-31,807463997.0,1196
AXP,2015-06-30,736862170.0,1142
AXP,2015-09-30,470211222.0,1013
AXP,2015-12-31,507102406.0,970
AXP,2016-03-31,539720287.0,932
AXP,2016-06-30,505396188.0,916
AXP,2016-09-30,717954450.0,1014
AXP,2016-12-31,734474832.0,1129
AXP,2017-03-31,731472694.0,1168
AXP,2017-06-30,719585707.0,1151
AXP,2017-09-30,703703227.0,1196
AXP,2017-12-31,712882040.0,1300
AXP,2018-03-31,705773048.0,1346
AXP,2018-06-30,708616536.0,1326
AXP,2018-09-30,701710297.0,1358
AXP,2018-12-31,699018717.0,1402
AXP,2019-03-31,695119288.0,1498
AXP,2019-06-30,628199173.0,1456
AXP,2019-09-30,681824844.0,1488
AXP,2019-12-31,665146830.0,1573
AXP,2020-03-31,676493085.0,1445
AXP,2020-06-30,676116594.0,1485
AXP,2020-09-30,373970488.0,1331
AXP,2020-12-31,398414307.0,1350
AXP,2021-03-31,363593212.0,1451
AXP,2021-06-30,364671908.0,1530
AXP,2021-09-30,314525877.0,1456
AXP,2021-12-31,628082908.0,1769
AXP,2022-03-31,335113756.0,1658
AXP,2022-06-30,321490733.0,1590
AXP,2022-09-30,581698739.0,1750
AXP,2022-12-31,608169390.0,1829
AXP,2023-03-31,606623243.0,1901
AXP,2023-06-30,593045092.0,1874
AXP,2023-09-30,584328807.0,1836
AXP,2024-03-31,595258298.0,2172
AXP,2024-06-30,599553332.0,2213
AXP,2024-09-30,575308072.0,2303
AXP,2024-12-31,595670252.0,2475
AXP,2025-03-31,583155164.0,2490
AXP,2025-06-30,579810211.0,2589
AXP,2025-09-30,577911261.0,2621
AXP,2025-12-31,347897718.0,2604
AXP,2026-03-31,519754432.0,2809
BA,2013-06-30,539244758.0,845
BA,2013-09-30,549697202.0,936
BA,2013-12-31,550903910.0,1045
BA,2014-03-31,529845908.0,1045
BA,2014-06-30,526192438.0,1059
BA,2014-09-30,517748988.0,1046
BA,2014-12-31,468494303.0,979
BA,2015-03-31,509582685.0,1213
BA,2015-06-30,461359484.0,1180
BA,2015-09-30,372677990.0,1055
BA,2015-12-31,370140565.0,1066
BA,2016-03-31,315798218.0,1047
BA,2016-06-30,312504144.0,1010
BA,2016-09-30,437747123.0,1120
BA,2016-12-31,369655545.0,1271
BA,2017-03-31,437081946.0,1401
BA,2017-06-30,418941063.0,1400
BA,2017-09-30,414602459.0,1513
BA,2017-12-31,414080071.0,1653
BA,2018-03-31,401241382.0,1755
BA,2018-06-30,395698778.0,1754
BA,2018-09-30,390184049.0,1779
BA,2018-12-31,388755313.0,1878
BA,2019-03-31,381923046.0,1988
BA,2019-06-30,290441883.0,1938
BA,2019-09-30,381303129.0,1914
BA,2019-12-31,329634467.0,2025
BA,2020-03-31,343298370.0,1652
BA,2020-06-30,300165317.0,1690
BA,2020-09-30,214683236.0,1483
BA,2020-12-31,241080791.0,1586
BA,2021-03-31,233338264.0,1741
BA,2021-06-30,231136823.0,1754
BA,2021-09-30,206234318.0,1598
BA,2021-12-31,310946292.0,1916
BA,2022-03-31,235536640.0,1735
BA,2022-06-30,242330651.0,1533
BA,2022-09-30,305238559.0,1648
BA,2022-12-31,348769322.0,1942
BA,2023-03-31,359087008.0,2031
BA,2023-06-30,358200844.0,2028
BA,2023-09-30,364002086.0,2000
BA,2024-03-31,388959905.0,2060
BA,2024-06-30,408519231.0,1949
BA,2024-09-30,401730282.0,1823
BA,2024-12-31,563587834.0,2027
BA,2025-03-31,550166295.0,2016
BA,2025-06-30,544786024.0,2209
BA,2025-09-30,551701998.0,2260
BA,2025-12-31,422015662.0,2140
BA,2026-03-31,498498919.0,2433
CAT,2013-06-30,375401779.0,924
CAT,2013-09-30,382879336.0,986
CAT,2013-12-31,384856755.0,1054
CAT,2014-03-31,399623008.0,1072
CAT,2014-06-30,407590032.0,1073
CAT,2014-09-30,397194587.0,1063
CAT,2014-12-31,353241355.0,986
CAT,2015-03-31,386769711.0,1051
CAT,2015-06-30,390945633.0,1056
CAT,2015-09-30,257352476.0,872
CAT,2015-12-31,284090865.0,849
CAT,2016-03-31,323280086.0,873
CAT,2016-06-30,306655711.0,854
CAT,2016-09-30,395240100.0,976
CAT,2016-12-31,374850415.0,1037
CAT,2017-03-31,412235091.0,1058
CAT,2017-06-30,404311067.0,1080
CAT,2017-09-30,403849677.0,1166
CAT,2017-12-31,407059320.0,1332
CAT,2018-03-31,394942452.0,1403
CAT,2018-06-30,398919779.0,1382
CAT,2018-09-30,389734579.0,1420
CAT,2018-12-31,375392701.0,1431
CAT,2019-03-31,373361428.0,1499
CAT,2019-06-30,317591193.0,1423
CAT,2019-09-30,354490382.0,1370
CAT,2019-12-31,352065192.0,1531
CAT,2020-03-31,335227193.0,1396
CAT,2020-06-30,354678327.0,1442
CAT,2020-09-30,261344720.0,1418
CAT,2020-12-31,266574557.0,1478
CAT,2021-03-31,257567275.0,1648
CAT,2021-06-30,232150223.0,1664
CAT,2021-09-30,208618570.0,1516
CAT,2021-12-31,346025432.0,1885
CAT,2022-03-31,228314223.0,1752
CAT,2022-06-30,224149972.0,1698
CAT,2022-09-30,307284890.0,1818
CAT,2022-12-31,356031276.0,2077
CAT,2023-03-31,379789449.0,2109
CAT,2023-06-30,340652584.0,2126
CAT,2023-09-30,338752874.0,2209
CAT,2024-03-31,340462403.0,2544
CAT,2024-06-30,340608378.0,2544
CAT,2024-09-30,332888558.0,2661
CAT,2024-12-31,337656050.0,2792
CAT,2025-03-31,318149528.0,2750
CAT,2025-06-30,327021709.0,2877
CAT,2025-09-30,330531201.0,2984
CAT,2025-12-31,270745171.0,3028
CAT,2026-03-31,274741687.0,3625
COP,2013-06-30,709312842.0,1051
COP,2013-09-30,808835424.0,1135
COP,2013-12-31,793588949.0,1233
COP,2014-03-31,778671740.0,1244
COP,2014-06-30,782523614.0,1257
COP,2014-09-30,787434989.0,1274
COP,2014-12-31,723134630.0,1163
COP,2015-03-31,767124510.0,1319
COP,2015-06-30,771634546.0,1260
COP,2015-09-30,504321863.0,1075
COP,2015-12-31,642438835.0,1012
COP,2016-03-31,537503777.0,991
COP,2016-06-30,576216647.0,971
COP,2016-09-30,742724662.0,1077
COP,2016-12-31,709818773.0,1143
COP,2017-03-31,811430184.0,1174
COP,2017-06-30,821290444.0,1113
COP,2017-09-30,821984076.0,1133
COP,2017-12-31,796063206.0,1228
COP,2018-03-31,816847229.0,1301
COP,2018-06-30,816860082.0,1348
COP,2018-09-30,797280044.0,1380
COP,2018-12-31,798148415.0,1388
COP,2019-03-31,808976934.0,1488
COP,2019-06-30,681290735.0,1394
COP,2019-09-30,766203787.0,1371
COP,2019-12-31,725939323.0,1481
COP,2020-03-31,765578975.0,1199
COP,2020-06-30,765073594.0,1268
COP,2020-09-30,566066856.0,1040
COP,2020-12-31,642043627.0,1072
COP,2021-03-31,790501863.0,1201
COP,2021-06-30,658260638.0,1272
COP,2021-09-30,576410979.0,1223
COP,2021-12-31,994898151.0,1536
COP,2022-03-31,623084456.0,1540
COP,2022-06-30,638219389.0,1550
COP,2022-09-30,937806077.0,1766
COP,2022-12-31,964757149.0,1926
COP,2023-03-31,954828581.0,1907
COP,2023-06-30,927121119.0,1892
COP,2023-09-30,932113460.0,1977
COP,2024-03-31,951267518.0,2158
COP,2024-06-30,948879655.0,2164
COP,2024-09-30,947964944.0,2094
COP,2024-12-31,1038701041.0,2271
COP,2025-03-31,1037537846.0,2251
COP,2025-06-30,1007875320.0,2152
COP,2025-09-30,1017342122.0,2150
COP,2025-12-31,758854558.0,1985
COP,2026-03-31,895692563.0,2459
COST,2013-06-30,304284696.0,748
COST,2013-09-30,312818497.0,824
COST,2013-12-31,313033569.0,859
COST,2014-03-31,314816352.0,855
COST,2014-06-30,308556233.0,855
COST,2014-09-30,312468908.0,891
COST,2014-12-31,274692128.0,858
COST,2015-03-31,315544944.0,1024
COST,2015-06-30,307349266.0,1011
COST,2015-09-30,222263068.0,900
COST,2015-12-31,240590886.0,921
COST,2016-03-31,227013647.0,941
COST,2016-06-30,225947386.0,933
COST,2016-09-30,301693185.0,1042
COST,2016-12-31,290509335.0,1117
COST,2017-03-31,310939389.0,1154
COST,2017-06-30,310028147.0,1168
COST,2017-09-30,303309903.0,1167
COST,2017-12-31,311435696.0,1297
COST,2018-03-31,307114096.0,1333
COST,2018-06-30,307283484.0,1343
COST,2018-09-30,301719572.0,1420
COST,2018-12-31,306569874.0,1455
COST,2019-03-31,309429677.0,1528
COST,2019-06-30,264512647.0,1530
COST,2019-09-30,302063076.0,1628
COST,2019-12-31,273656338.0,1782
COST,2020-03-31,295326173.0,1859
COST,2020-06-30,295973667.0,1881
COST,2020-09-30,217456759.0,1770
COST,2020-12-31,227381853.0,1798
COST,2021-03-31,219801941.0,1880
COST,2021-06-30,208295088.0,1938
COST,2021-09-30,183112133.0,1896
COST,2021-12-31,284510084.0,2426
COST,2022-03-31,204990602.0,2278
COST,2022-06-30,202074889.0,2211
COST,2022-09-30,259884109.0,2506
COST,2022-12-31,287435945.0,2599
COST,2023-03-31,336289356.0,2654
COST,2023-06-30,281112105.0,2729
COST,2023-09-30,279664587.0,2762
COST,2024-03-31,295244062.0,3143
COST,2024-06-30,300691665.0,3238
COST,2024-09-30,298077974.0,3312
COST,2024-12-31,301722729.0,3597
COST,2025-03-31,291772240.0,3692
COST,2025-06-30,293157594.0,3759
COST,2025-09-30,292474288.0,3684
COST,2025-12-31,247176636.0,3496
COST,2026-03-31,253494298.0,4061
CRM,2013-06-30,598237927.0,401
CRM,2013-09-30,593953590.0,453
CRM,2013-12-31,562035962.0,468
CRM,2014-03-31,580046427.0,479
CRM,2014-06-30,579165844.0,486
CRM,2014-09-30,582276766.0,495
CRM,2014-12-31,444279832.0,416
CRM,2015-03-31,585383432.0,523
CRM,2015-06-30,564163270.0,583
CRM,2015-09-30,457396561.0,492
CRM,2015-12-31,449134011.0,542
CRM,2016-03-31,338885800.0,563
CRM,2016-06-30,466708561.0,586
CRM,2016-09-30,566920698.0,679
CRM,2016-12-31,575280949.0,703
CRM,2017-03-31,593065521.0,755
CRM,2017-06-30,611752060.0,761
CRM,2017-09-30,613136165.0,782
CRM,2017-12-31,616458231.0,880
CRM,2018-03-31,615572257.0,975
CRM,2018-06-30,620558170.0,1022
CRM,2018-09-30,618279642.0,1109
CRM,2018-12-31,636693026.0,1154
CRM,2019-03-31,628828657.0,1283
CRM,2019-06-30,499420385.0,1233
CRM,2019-09-30,706059133.0,1300
CRM,2019-12-31,702691413.0,1426
CRM,2020-03-31,724896166.0,1486
CRM,2020-06-30,727830418.0,1558
CRM,2020-09-30,508446506.0,1465
CRM,2020-12-31,522836168.0,1469
CRM,2021-03-31,478222771.0,1521
CRM,2021-06-30,477980581.0,1608
CRM,2021-09-30,411215992.0,1583
CRM,2021-12-31,736353749.0,2015
CRM,2022-03-31,521960752.0,1736
CRM,2022-06-30,503740817.0,1620
CRM,2022-09-30,697075356.0,1837
CRM,2022-12-31,733555643.0,1802
CRM,2023-03-31,781458669.0,1989
CRM,2023-06-30,733335343.0,2080
CRM,2023-09-30,715365968.0,2075
CRM,2024-03-31,763637734.0,2567
CRM,2024-06-30,765572893.0,2437
CRM,2024-09-30,741672000.0,2465
CRM,2024-12-31,768292227.0,2867
CRM,2025-03-31,753124328.0,2777
CRM,2025-06-30,746012922.0,2793
CRM,2025-09-30,743149365.0,2644
CRM,2025-12-31,606642931.0,2466
CRM,2026-03-31,628087239.0,2564
CSCO,2013-06-30,3658625736.0,1242
